Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2020-02-18,1911.8984375,1916.428491340404,1886.2713179064835,1898.2650904766824,2486223
2020-02-19,1895.158935546875,1924.194339863832,1890.1110768931499,1911.8984791718772,1760463
2020-02-20,1861.0325927734375,1910.7336324177,1856.243636205008,1902.1913287688274,2317278
2020-02-24,1825.2666015625,1880.1448406846946,1817.802672308403,1860.3420763914808,3092877
2020-02-25,1860.471435546875,1878.1602170120473,1821.5130572184623,1825.3959604669149,2674567
2020-02-26,1832.3848876953125,1867.1582676588696,1823.1952255309302,1858.6159665616112,2686842
2020-02-27,1816.767578125,1829.2359717581285,1800.1141927214535,1829.2359717581285,2349001
2020-02-28,1725.8643798828125,1785.7042174692829,1717.1062540535747,1784.40991627276,4298076
2020-03-02,1726.8565673828125,1772.2864516660845,1713.3957516968874,1755.935156590717,2667076
2020-03-03,1756.9703369140625,1777.5066205850526,1736.0889905908377,1742.9919289232068,2757585
2020-03-04,1797.5252685546875,1807.232526496905,1747.306429599145,1774.0553181510331,3237002
2020-03-05,1833.63623046875,1853.2232763934212,1798.2586705422545,1799.682317348081,3937056
2020-03-06,1826.2158203125,1832.4284239832248,1787.5163405617118,1810.295957574704,2595027
2020-03-09,1701.87646484375,1794.6777888534073,1669.6483890970449,1790.4498229335236,4940975
2020-03-11,1685.7840576171875,1714.7764875598261,1656.7054673280554,1667.9227439297556,6796449
2020-03-12,1527.1458740234375,1646.6961965549096,1517.2228987467024,1642.8995588611901,8728786
2020-03-13,1558.59765625,1570.4188992384375,1299.5216812520105,1456.4341199806945,8029720
2020-03-16,1463.7681884765625,1589.6173699669473,1446.0362223640063,1514.3321939432717,7844271
2020-03-17,1430.6341552734375,1493.6234757408445,1400.5632473218768,1492.7606083371813,5713248
2020-03-18,1427.527587890625,1478.5662063803604,1404.5321547984943,1446.855835199992,7258778
2020-03-19,1422.2691650390625,1464.9454765384066,1344.3913978343421,1355.6471295025776,5135111
2020-03-20,1562.2926025390625,1624.481879031913,1414.1423312920933,1416.749846346719,8547498
2020-03-23,1451.25634765625,1521.0508969686175,1406.1029077548465,1408.0585446223774,7003490
2020-03-24,1480.3304443359375,1538.434576470171,1419.2276048756387,1436.7849444931592,6350865
2020-03-25,1521.311767578125,1573.2012926355121,1460.2089346009172,1477.5923742985472,2765520
2020-03-26,1556.6431884765625,1592.3662342380926,1497.1919224005946,1591.9750432691276,4556067
2020-03-27,1585.8038330078125,1607.967712285258,1521.3982285627783,1581.8925601941455,4331250
2020-03-30,1545.8223876953125,1655.772644677858,1532.8283088555957,1534.9577377958515,8513547
2020-03-31,1587.1947021484375,1612.3137899613828,1547.1259008793863,1597.0163865434904,3927593
2020-04-01,1485.1971435546875,1594.7127778416755,1479.3302345750274,1587.020629510578,4941878
2020-04-03,1437.7843017578125,1512.3593029284625,1434.1338217425075,1512.3593029284625,5735369
2020-04-07,1542.9539794921875,1552.2106818374748,1481.9381519797437,1486.2840116629686,5427577
2020-04-08,1482.3289794921875,1569.7242449849496,1478.4612074858246,1529.7423428424756,6285615
2020-04-09,1535.088134765625,1546.0831816835475,1504.7105099876444,1521.4420708322798,5307397
2020-04-13,1529.0904541015625,1553.2099709987167,1517.573928015534,1530.6115047166984,2990438
2020-04-15,1508.1431884765625,1574.9390076182876,1501.7547981590485,1551.4713733988099,4761399
2020-04-16,1491.5426025390625,1534.001632081456,1455.9065517456359,1486.2405686385018,6245533
2020-04-17,1569.89794921875,1609.6625561938297,1523.658055241853,1564.5091268883828,9895823
2020-04-20,1580.7193603515625,1590.5844393427715,1566.6822141613911,1590.5844393427715,3244282
2020-04-21,1510.316650390625,1559.8159501836424,1501.6683258838823,1534.088481849694,5122541
2020-04-22,1537.999755859375,1555.817780722397,1494.2369696719225,1510.316650645869,3829836
2020-04-23,1632.5220947265625,1651.4265832452913,1530.481294099705,1547.1259569350625,5934366
2020-04-24,1580.6326904296875,1609.6629486487066,1571.2890919771353,1599.8847642216172,2987102
2020-04-27,1596.3209228515625,1629.697141530114,1586.238551089311,1592.583547733698,3374741
2020-04-28,1615.8338623046875,1623.6129074028038,1592.8442047469975,1621.0053920268892,2678505
2020-04-29,1656.3377685546875,1662.3350770292461,1608.0118229120594,1628.8284514497232,4241510
2020-04-30,1750.9034423828125,1766.1574529822194,1688.1057671968058,1720.9605102877924,5915544
2020-05-04,1677.892578125,1708.7916765680766,1663.290556247735,1708.7916765680766,3729348
2020-05-05,1679.89208984375,1718.3529487109527,1674.8943511208931,1699.3180617464882,2905528
2020-05-06,1654.555908203125,1698.1014070840179,1645.8641876241002,1686.0200003592572,3517431
2020-05-07,1644.1690673828125,1681.369561529843,1636.9548980783202,1660.118350736626,3166754
2020-05-08,1645.689697265625,1685.7584909107777,1639.475098468912,1685.410801015146,2686530
2020-05-11,1682.108154296875,1696.1017984522011,1659.2488945045843,1659.2488945045843,2449841
2020-05-12,1694.4505615234375,1700.5347646168789,1660.335565606641,1680.4569156285386,3256595
2020-05-13,1694.5810546875,1733.1288081112816,1673.720928611938,1733.1288081112816,2656665
2020-05-14,1653.4691162109375,1671.5044328465158,1643.6909324928529,1660.1183023592519,2263146
2020-05-15,1645.25537109375,1666.5500808364236,1621.1792478470898,1665.333219059684,3173682
2020-05-18,1691.060791015625,1697.4491831230816,1627.1766577408926,1657.510777617891,3727694
2020-05-19,1693.7120361328125,1709.1832340463807,1654.03431318043,1654.03431318043,3198693
2020-05-20,1698.01416015625,1706.0975010641368,1678.9792748022548,1694.8851626145165,2778505
2020-05-21,1730.6949462890625,1736.6053573125403,1687.192958831246,1691.408421086188,3400908
2020-05-22,1756.0313720703125,1766.1572456089036,1704.6633356055424,1718.4396885700246,3663418
2020-05-26,1688.8009033203125,1759.203823119049,1673.1558100317043,1751.381276474745,4575317
2020-05-27,1742.950439453125,1747.0355049101447,1687.2799372670738,1702.7077383676485,3482160
2020-05-28,1742.0810546875,1750.511978579258,1713.3983857236888,1728.3480980163133,3475681
2020-05-29,1714.3109130859375,1740.6468600608957,1705.6626964460127,1722.698441855855,7237735
2020-06-01,1777.673583984375,1790.4938677461496,1721.916193047897,1729.651843113999,3747773
2020-06-02,1779.3251953125,1808.7466415682577,1773.1540963234172,1790.6678244311472,2443886
2020-06-03,1783.6839599609375,1799.02633162175,1760.8882809816764,1788.6528669772272,3699799
2020-06-04,1823.26025390625,1830.6263028935837,1784.2068502130678,1784.2068502130678,4048593
2020-06-05,1785.514404296875,1828.8828122616105,1778.584218855235,1823.3038459143097,3573289
2020-06-08,1806.0001220703125,1826.267771563801,1797.588043001516,1811.66634665989,2957841
2020-06-09,1806.26171875,1826.7036714587532,1795.9752990326397,1798.4598057626267,2909439
2020-06-10,1838.2540283203125,1858.5216779508742,1807.5256562997831,1810.6203292382702,5168397
2020-06-11,1802.42578125,1834.984861426736,1797.326307310458,1830.626227551613,2269513
2020-06-12,1777.88671875,1786.3424257178842,1753.042506205565,1753.216808991971,2842642
2020-06-15,1769.5181884765625,1794.8854161548834,1744.281634683936,1777.5380321811451,2399022
2020-06-16,1783.378662109375,1807.917685465574,1770.4770633957696,1800.1157734673875,2146528
2020-06-17,1785.1220703125,1794.7546934059535,1766.5978769881328,1783.5529196073005,2703527
2020-06-18,1776.6661376953125,1795.059549490019,1765.4208421619967,1782.6810731119187,1944389
2020-06-19,1782.33251953125,1821.9089358801286,1771.3487835925462,1780.0660512283362,5681758
2020-06-22,1767.8184814453125,1789.0014871667106,1760.1473487584153,1787.0401016892467,3196138
2020-06-23,1774.2259521484375,1781.8099342548853,1752.1712171488844,1766.9905757018848,4205944
2020-06-24,1780.240234375,1799.4618507849095,1770.9999525844485,1773.0921179588256,2560937
2020-06-25,1757.4884033203125,1795.7572316261956,1751.5170959441425,1773.96406133947,3043931
2020-06-26,1847.0584716796875,1858.5215943199587,1760.8445608341817,1765.246823873319,6300722
2020-06-29,1832.064697265625,1854.6861798761015,1823.0424518256489,1837.6002480380114,3076341
2020-06-30,1815.0657958984375,1840.9996671183703,1808.8766635705517,1830.626203759964,3071725
2020-07-01,1823.6962890625,1842.78702288959,1812.756073990578,1812.930376804388,2503466
2020-07-02,1880.4454345703125,1887.2885752730463,1828.8828780244116,1832.3697853228375,3758699
2020-07-03,1917.4937744140625,1922.157597933176,1883.147823553353,1886.1116095498473,4185208
2020-07-06,1972.892578125,1978.7331066801316,1922.1581073793748,1922.1581073793748,5190366
2020-07-07,1978.73193359375,2007.3246058841146,1945.824257613837,1983.177823955016,5630055
2020-07-08,1934.2745361328125,1982.6553741516789,1924.424193425952,1978.819861312187,2793358
2020-07-09,1921.5909423828125,1956.5906861909016,1909.9969340678233,1943.078921594796,3443998
2020-07-10,1937.2821044921875,1961.2545910638219,1896.8774829046092,1922.375491348984,9610320
2020-07-13,1935.2335205078125,1956.9830618784638,1926.516252397417,1935.2335205078125,2963503
2020-07-14,1893.3470458984375,1951.7963724161048,1887.288586994581,1926.5162943455077,2976738
2020-07-15,1947.35009765625,1970.1022485768938,1901.3231003379915,1904.722749177218,5569321
2020-07-16,1952.4615478515625,2038.300835054344,1939.662187294027,1960.5431092421552,8582118
2020-07-17,1922.7562255859375,1960.4555296254105,1913.4078681036299,1954.4272073773677,4509135
2020-07-20,1929.003173828125,1945.6031384659368,1914.0633336349072,1922.9748509380931,2952646
2020-07-21,1943.9864501953125,1955.8683990858287,1923.1053194774763,1948.3111340433552,2665286
2020-07-22,1914.194091796875,1949.185108730862,1908.296736582203,1949.185108730862,2861534
2020-07-23,1896.9388427734375,1914.1940670675217,1889.7746910432481,1914.1940670675217,2265766
2020-07-24,1884.8818359375,1889.7745414300118,1856.662072372267,1882.3482429546743,3665100
2020-07-27,1928.0423583984375,1935.206511401139,1890.2118679080652,1891.5223915049507,4248480
2020-07-28,2017.988037109375,2026.943282213984,1935.2066250448167,1935.2066250448167,8092319
2020-07-29,1988.5447998046875,2046.164109414214,1962.3343287191085,2002.4799909382486,6090431
2020-07-30,1991.55859375,2060.1426470991446,1985.2243977400472,1997.1500745623957,7098496
2020-07-31,1993.218994140625,2039.873763500964,1972.2943427739444,2012.2215868373378,4723290
2020-08-03,1969.41064453125,2012.832820484122,1948.922839614811,2001.1253510309296,4012337
2020-08-04,1965.523193359375,1982.953114053591,1943.9870081692359,1974.4784376893751,2927928
2020-08-05,1974.085205078125,2009.4693390925813,1968.406269989385,1974.5220462387972,3800641
2020-08-06,2016.54638671875,2026.5062805307987,1979.1964649715235,1987.6274146184812,4748047
2020-08-07,2005.4068603515625,2033.93250365836,1998.1115274341362,2016.4588567197143,3165491
2020-08-10,1994.44189453125,2031.3112430348858,1988.5445393095358,2025.1954672494044,2929353
2020-08-11,1991.9080810546875,2019.953366664989,1988.1514180120762,1994.616581356475,2774423
2020-08-12,1972.20703125,2006.3241579879343,1962.7712187640295,1999.2911853793169,3415751
2020-08-13,1969.6728515625,2009.4691196133688,1966.2218494303854,1985.8796995135597,2695682
2020-08-14,1958.9266357421875,1993.1314249319216,1951.019981761525,1989.3745484734827,2270405
2020-08-17,1968.755615234375,1983.2588267771594,1955.5194136713556,1977.1430506593442,2625630
2020-08-18,1983.0401611328125,1999.858543378349,1964.2997207194778,1976.9681125407913,3493374
2020-08-19,1971.552001953125,1996.0151117934654,1967.9698184059478,1988.807231215508,2843005
2020-08-20,1968.275390625,1988.9816199028137,1957.0922137534417,1971.9010870995226,2895164
2020-08-21,1964.5621337890625,1984.132532274312,1957.9657896674673,1974.5220268339697,1975294
2020-08-24,1964.1248779296875,1974.4778831691456,1948.3111460871148,1966.3090832504129,2167966
2020-08-25,1959.363525390625,1965.7851756181815,1951.4131444389304,1961.4167641168078,1663419
2020-08-26,1968.8436279296875,1974.4351109333993,1936.473646767168,1958.796278597009,2618149
2020-08-27,1964.386962890625,1998.4170550437873,1958.5770616115237,1979.7638548507696,3579393
2020-08-28,1955.7813720703125,1991.9517305806453,1952.7672110780052,1981.8606583009012,2941136
2020-08-31,1972.1190185546875,1988.675252514921,1946.5638158555073,1957.048001578248,6018154
2020-09-01,1962.59619140625,1990.248149069943,1958.1840534199073,1982.3850088848556,3610908
2020-09-02,1979.0213623046875,1982.1667038826245,1958.4898284022117,1963.164113994163,2084137
2020-09-03,2009.032958984375,2030.4381807695966,1981.511959546233,1981.511959546233,4654146
2020-09-04,1999.684326171875,2030.6563246905976,1977.0995507391403,1987.6274663530642,5231303
2020-09-07,2033.1021728515625,2047.4742021457685,1994.922303997522,1999.8585230260994,4620401
2020-09-08,2051.580810546875,2088.4938890955514,2033.1025145347644,2040.8782019735902,7453998
2020-09-09,2033.62646484375,2061.0164895227153,2026.942880751462,2031.311292132392,3866535
2020-09-10,2036.6846923828125,2051.8431677225167,2030.7000957739408,2040.0484550274969,2308813
2020-09-11,2074.208984375,2081.984670589617,2035.8104812654556,2036.509469681687,4145424
2020-09-14,2176.69189453125,2189.2293202671613,2080.980173708576,2082.9459587911265,7512131
2020-09-15,2176.69189453125,2217.405573117053,2153.2773806334912,2176.69189453125,7318770
2020-09-16,2186.8271484375,2190.8461729841047,2164.373552378301,2174.5518674889518,3074003
2020-09-17,2150.0888671875,2180.493060302969,2141.0463814553664,2166.732561174542,4828176
2020-09-18,2140.43408203125,2184.555036131934,2128.639371529087,2171.100414657407,4183256
2020-09-21,2153.888916015625,2188.486605495123,2142.399866327681,2153.6267686776287,4598809
2020-09-22,2204.256591796875,2232.258150592757,2147.510972272797,2171.1003930422703,7499613
2020-09-23,2155.767822265625,2201.548912828119,2104.7011232675436,2192.9430549612016,7502280
2020-09-24,2037.6451416015625,2140.5212121015447,2011.740551845017,2140.5212121015447,8424708
2020-09-25,2116.320556640625,2131.7846898039365,2054.988105356532,2068.879567809722,8228267
2020-09-28,2119.81494140625,2135.279072058361,2067.1318676309666,2131.784343626187,4347166
2020-09-29,2174.07080078125,2193.8598314988276,2119.8152616559064,2127.285287468467,6995811
2020-09-30,2177.478271484375,2188.5739931807548,2149.2582927044537,2174.5950774558473,3917166
2020-10-01,2204.693603515625,2219.1530885441643,2177.4784846203565,2192.94261899443,2610337
2020-10-05,2364.00927734375,2383.4924325524057,2274.238433651042,2289.0473038919126,17412105
2020-10-06,2371.43603515625,2390.3948994101606,2315.3456711856247,2390.3948994101606,9846367
2020-10-07,2390.35107421875,2420.099999544905,2361.563284754469,2395.6368948563645,9656101
2020-10-08,2468.7646484375,2520.574064414868,2446.311050385314,2446.311050385314,19839329
2020-10-09,2457.62451171875,2472.38987014055,2428.836723430444,2455.047191668902,7739245
2020-10-12,2472.5205078125,2493.488879610203,2446.9653046840494,2459.852116518054,4623203
2020-10-13,2469.50732421875,2494.2760952250833,2456.969894966416,2485.6267237564703,4209878
2020-10-14,2465.16357421875,2493.591484344709,2445.816700894613,2493.591484344709,4395936
2020-10-15,2404.6220703125,2481.088016139685,2392.6892476396147,2466.3914466868196,6629355
2020-10-16,2424.53955078125,2431.8657729555116,2396.462518155747,2412.9578176653818,5273773
2020-10-19,2379.1337890625,2433.927831688607,2374.790665802685,2433.927831688607,3331194
2020-10-20,2403.21875,2421.556478070708,2384.749282299319,2390.935047006207,3406273
2020-10-21,2347.415283203125,2411.9925428240776,2336.579432135589,2403.2184702783375,4570143
2020-10-22,2343.686279296875,2357.2860916088785,2314.6881411873023,2334.7806814349287,5262294
2020-10-23,2357.418212890625,2370.754762345898,2342.7655523533685,2358.295620278614,3499091
2020-10-26,2358.646240234375,2377.7298488412175,2343.116174003373,2360.181702995845,2672752
2020-10-27,2307.713623046875,2384.925495513596,2302.405478183468,2368.781280591258,3537502
2020-10-28,2300.737548828125,2330.3500473861573,2286.523592362426,2325.129516408453,3569445
2020-10-29,2309.906005859375,2329.5161426883374,2281.4780979379843,2288.2780038158885,3105968
2020-10-30,2338.158935546875,2346.4943049198955,2300.2110697170697,2312.9334756022067,3427003
2020-11-02,2285.295166015625,2338.1589564594406,2281.302919911739,2333.9034453203194,2571196
2020-11-03,2310.73974609375,2338.2902471868115,2282.1800981686997,2284.768406632066,2879269
2020-11-04,2327.892578125,2388.1706176893795,2290.032547176843,2290.032547176843,4893928
2020-11-05,2356.453125,2377.7741686905665,2340.045648670753,2355.8389826325356,2816502
2020-11-06,2375.536865234375,2380.625871516987,2352.5927450621925,2368.122814788297,3884421
2020-11-09,2392.338134765625,2407.60493166552,2364.6998128459954,2396.2864664684294,3646592
2020-11-10,2324.778076171875,2380.5371293260437,2314.9072457095467,2366.5425280904883,4760020
2020-11-11,2358.295654296875,2362.6826913001023,2319.3386371817446,2340.8790317097473,3242441
2020-11-12,2343.598876953125,2380.4060713738277,2335.438945993102,2356.7160736122746,2437505
2020-11-13,2331.139404296875,2338.2023608861377,2312.84537849813,2330.174170692871,2548093
2020-11-14,2342.984619140625,2359.348179251426,2333.947281301712,2349.6527859515836,298819
2020-11-17,2339.211669921875,2364.6125672736275,2325.1731537525325,2364.6125672736275,2827273
2020-11-18,2304.64208984375,2337.5887809607375,2287.4450331189173,2334.7811200883966,2893762
2020-11-19,2313.63525390625,2348.07349088108,2308.3271110405285,2313.723080321704,4167501
2020-11-20,2334.122314453125,2347.9414767320977,2305.4311441827363,2329.515927026801,2711471
2020-11-23,2390.27685546875,2395.3219474826788,2338.2904725426147,2360.22565521187,3706418
2020-11-24,2388.346923828125,2406.7285665379045,2373.387084391189,2399.1827769993292,3120516
2020-11-25,2370.140625,2397.910483203922,2358.646502508863,2394.4447668562366,3302249
2020-11-26,2387.073974609375,2396.155010072636,2351.451158685298,2356.7156015778774,2341099
2020-11-27,2351.14453125,2384.5299239230485,2341.84414182095,2373.3868933656686,6086808
2020-12-01,2392.513671875,2400.4979477875477,2302.710971429268,2350.5735705512047,3605017
2020-12-02,2412.474853515625,2416.9934146189785,2371.1488913851076,2385.670022447742,2509032
2020-12-03,2377.29052734375,2433.83936979142,2369.701041922419,2433.83936979142,2852548
2020-12-04,2393.172119140625,2403.0868636242376,2368.122100027345,2378.475548123412,2686527
2020-12-07,2402.078125,2407.6058342984543,2374.395879507655,2382.1610204520057,1996400
2020-12-08,2454.37158203125,2461.6101925479306,2397.4716306491555,2404.096098873242,4277818
2020-12-09,2466.2158203125,2491.836063759719,2450.7294570940467,2469.9008871421156,3659996
2020-12-10,2442.96484375,2480.693352329908,2439.411301843931,2472.5334227483854,2127801
2020-12-11,2442.351318359375,2463.496708121257,2425.636664588039,2450.3355971534,1795408
2020-12-14,2454.72265625,2460.2503657484403,2418.354162123445,2458.4955509369224,2483658
2020-12-15,2423.00439453125,2452.0903635113427,2417.2573333466535,2444.4569621429314,2365509
2020-12-16,2469.19921875,2474.112784593812,2422.038583290339,2438.31452916089,2565149
2020-12-17,2490.257080078125,2503.856891721161,2461.1272037880935,2466.3916470047525,2863460
2020-12-18,2510.261962890625,2542.7260288210528,2497.276293676306,2516.403813201787,6076692
2020-12-21,2474.420166015625,2532.6362273396303,2443.5793844243444,2510.2623406958883,2705195
2020-12-22,2520.35205078125,2530.135054867614,2473.103589836881,2486.571875339969,2881737
2020-12-23,2552.158203125,2561.151626960679,2514.1664283721293,2523.4670304133238,2790988
2020-12-24,2552.6845703125,2563.2134560827026,2529.740244878496,2552.3773921265774,1807144
2020-12-28,2570.277099609375,2588.08851230934,2546.23622302256,2553.255482079824,2108994
2020-12-29,2571.241455078125,2590.105707350495,2562.028680712549,2562.028680712549,1994151
2020-12-30,2552.64111328125,2586.333468082579,2546.2359971176083,2574.6639080930568,2637968
2020-12-31,2511.798095703125,2548.8685592586075,2496.2241139727153,2544.4815221514496,4040956
2021-01-01,2569.26806640625,2579.5776027437464,2526.055754523553,2526.933161871425,2681440
2021-01-04,2666.83544921875,2676.7501940827437,2580.4108342495947,2588.3514127818057,5113293
2021-01-05,2713.820556640625,2732.465460238625,2666.9670963421863,2666.9670963421863,5801309
2021-01-06,2677.408447265625,2731.807701314607,2664.86147969927,2719.962702449103,3726716
2021-01-07,2661.0009765625,2703.160441346511,2632.4413253081198,2698.0275228139217,3717827
2021-01-08,2738.2998046875,2744.5294809455468,2684.8657965771654,2711.1880102690984,5879039
2021-01-11,2787.0400390625,2834.025237152171,2760.80564964127,2834.025237152171,9508039
2021-01-12,2785.63671875,2816.477500398718,2763.8330611389288,2787.0404419371316,3611458
2021-01-13,2771.685791015625,2787.523035871465,2742.994614697251,2785.7682212439095,3572801
2021-01-14,2857.61572265625,2871.505182965778,2743.07194015184,2773.488091920107,6931542
2021-01-15,2842.36328125,2878.0976701403415,2821.8367505041224,2843.8136722370205,4131692
2021-01-18,2832.166259765625,2862.9339540596566,2801.969879661121,2857.000184445808,4160906
2021-01-19,2866.40625,2882.4934015692174,2841.176783736417,2842.055860711583,2975735
2021-01-20,2908.689697265625,2925.523934097384,2872.0322333632444,2874.581470532571,3453446
2021-01-21,2877.966064453125,2908.997308078231,2867.6369106285397,2905.349224702435,2778546
2021-01-22,2903.679443359375,2922.9311445997478,2849.8797570632864,2849.8797570632864,3052459
2021-01-25,2893.3056640625,2935.9408910625407,2882.185213197653,2908.8212845357853,2272887
2021-01-27,2866.714111328125,2906.624121525152,2836.78149637115,2900.9541177641136,2786662
2021-01-28,2810.013671875,2878.977220695927,2798.8054399471,2839.418755068044,3083938
2021-01-29,2735.1162109375,2827.858831085349,2725.1386015007743,2821.881064777732,5445659
2021-02-01,2759.72998046875,2782.2782157060337,2675.9979109439473,2725.138220754725,3985846
2021-02-02,2816.078857421875,2834.1439306728867,2769.0922399564497,2790.190085594213,2881837
2021-02-03,2813.09033203125,2844.69310653024,2780.2127242168735,2824.474335995569,2505866
2021-02-04,2802.892822265625,2846.3193518083062,2791.9483573025227,2827.155431621027,2057261
2021-02-05,2776.0810546875,2818.188970021207,2750.631819511196,2812.12321020043,2366135
2021-02-08,2825.44140625,2835.9023364608793,2773.6196466029005,2803.81602670241,2526592
2021-02-09,2792.73974609375,2853.3082825643633,2781.3997381918516,2808.6511262714807,2658751
2021-02-10,2824.73779296875,2830.100033187631,2775.509487487617,2799.85987423943,2127983
2021-02-11,2818.320556640625,2830.0123223975274,2799.9039384097105,2826.232248783409,1165882
2021-02-12,2804.958984375,2853.0444542059204,2797.2230637138314,2799.1569902245205,2777404
2021-02-15,2760.170166015625,2820.958258279834,2752.873783564449,2820.958258279834,2630853
2021-02-16,2732.87451171875,2784.6080623380185,2725.1385915030614,2769.0924397531107,3435770
2021-02-17,2701.491455078125,2754.0163027275794,2677.2728422340697,2729.6219174175817,3678426
2021-02-18,2687.64599609375,2723.292394683918,2664.482232638335,2694.3708489067953,4189909
2021-02-19,2700.392578125,2713.8422835830916,2651.4278209785657,2688.2172766850695,3725028
2021-02-22,2600.705322265625,2721.6224072152963,2587.255401166751,2721.6224072152963,5366696
2021-02-23,2619.8251953125,2661.845118240103,2609.100498988318,2610.8586529633776,3832829
2021-02-24,2591.6064453125,2640.175439363058,2567.915153442922,2612.6162953530884,3774549
2021-02-25,2633.099853515625,2663.5157944025145,2609.496545982808,2614.375467131979,4224073
2021-02-26,2544.312255859375,2612.924249244175,2531.7414135558906,2602.067563932443,5553153
2021-03-01,2570.5966796875,2606.463060851563,2550.9054425793493,2572.179061062959,3265871
2021-03-02,2642.81298828125,2659.2076870166584,2591.518764074416,2602.06768713035,3306469
2021-03-03,2689.184814453125,2693.4922063508966,2634.506047707785,2667.998970716374,3509857
2021-03-04,2680.92138671875,2708.8320846205593,2651.3405281757014,2657.4500710919388,3916760
2021-03-05,2644.3076171875,2692.78862797106,2634.2422284443805,2651.3842299729936,3203686
2021-03-08,2643.34033203125,2666.240328983953,2633.714482570367,2651.2960211723052,2003125
2021-03-09,2682.01953125,2696.040764390524,2630.2859862669093,2643.340149003932,1942397
2021-03-10,2699.601806640625,2719.1612723280527,2689.975955214769,2703.1621118579787,3053778
2021-03-12,2688.173095703125,2740.0826282639473,2673.580548301813,2703.1613993941733,2938317
2021-03-15,2695.38232421875,2724.260094514271,2673.2736196895444,2673.2736196895444,3097083
2021-03-16,2733.973876953125,2761.181271261382,2689.976023578424,2689.976023578424,4894756
2021-03-17,2736.5224609375,2773.487688424811,2712.216069895808,2729.5338423325,3838390
2021-03-18,2669.317138671875,2765.971605676394,2625.846826743809,2747.950528336439,3656306
2021-03-19,2681.3603515625,2724.2593477518403,2641.626118100768,2663.6030408803085,5776626
2021-03-22,2751.203369140625,2759.8183670461376,2653.6258178158228,2680.04212576032,2821646
2021-03-23,2762.587158203125,2785.794702569668,2745.225389387804,2760.3014724104632,3305973
